title,brand,description,price,inventory,category,image_1,image_2,image_3,image_4
Razer DeathAdder V2 Mini,Razer,Ultra-Lightweight Ergonomic Gaming Mouse,49.99,10,mice,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6476/6476705_sd.jpg;maxHeight=640;maxWidth=550,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6476/6476705cv15d.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6476/6476705cv16d.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6476/6476705cv17d.jpg
Razer Viper V2 Pro,Razer,"Ultra-lightweight, Ultra-fast Wireless Esports Mouse",149.99,20,mice,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6502/6502754_sd.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6502/6502754_rd.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6502/6502754cv16d.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6502/6502754cv17d.jpg
Razer Viper Ultimate with Charging Dock,Razer,Ambidextrous Gaming Mouse with Razer™ HyperSpeed Wireless,149.99,20,mice,https://assets3.razerzone.com/6v1RVaYM7gImsVUwGP7AXb6YOcw=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh78%2Fh6a%2F9081447088158%2Frazer-viper-ultimate-gallery-hero.jpg,https://assets3.razerzone.com/XiXWaor3PhvbjhxZPQ2EiwwJ5f0=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh61%2Fh53%2F9081447710750%2Frazer-viper-ultimate-gallery-01.jpg,https://assets3.razerzone.com/hudn_nelzgHSXkDwXG4oQ5gJWHM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh40%2Fh60%2F9081447383070%2Frazer-viper-ultimate-gallery-02.jpg,https://assets3.razerzone.com/iipGQLFIpsPoW-Pbv716jj5vP7g=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh01%2Fh61%2F9081447317534%2Frazer-viper-ultimate-gallery-05.jpg
Razer Viper Mini,Razer,Ultra-Lightweight Gaming Mouse with Razer™ Chroma RGB,39.99,10,mice,https://assets3.razerzone.com/U8Xihprw5qTmgC21NAc18hjDSYk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh7d%2Fh10%2F9081448595486%2Frazer-viper-mini-gallery-hero-1500x1000.jpg,https://assets3.razerzone.com/DbD9XOMm66Z3TvtOthPITcOgJh4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhef%2Fh6f%2F9081449283614%2Frazer-viper-mini-gallery-01.jpg,https://assets3.razerzone.com/R3JTK_stLepo74296bFoptOCjqM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh1f%2Fh69%2F9081449087006%2Frazer-viper-mini-gallery-03.jpg,https://assets3.razerzone.com/9oGg-hzmz_zcRBEw_dpvmf9K7do=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh2f%2Fh6c%2F9081449152542%2Frazer-viper-mini-gallery-05.jpg
Razer Basilisk V3,Razer,Customizable Gaming Mouse with Razer Chroma™ RGB,69.99,15,mice,https://assets3.razerzone.com/wgxcCfd0bxFii4x33PqAqt2YrvY=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh57%2Fh2e%2F9234032656414%2Fbasiliskv-3-1500x1000-1.jpg,https://assets3.razerzone.com/kUryNDwjWeY92NeuFp5McUpa-TI=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhae%2Fh2e%2F9234032689182%2Fbasiliskv-3-1500x1000-2.jpg,https://assets3.razerzone.com/6REt0YjRSmhBKu9Uu1UXkM-M3RA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhff%2Fh2d%2F9234032623646%2Fbasiliskv-3-1500x1000-3.jpg,https://assets3.razerzone.com/VKSdAJcnuhG2deJmpA6LofKPnUA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhef%2Fh2a%2F9234032558110%2Fbasiliskv-3-1500x1000-4.jpg
Razer Basilisk X HyperSpeed,Razer,Wireless Gaming Mouse with Razer™ HyperSpeed Technology,59.99,15,mice,https://assets3.razerzone.com/sRtoAmk-mVULkTfS1vC_Zcsu40A=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhb3%2Fh1d%2F9081448955934%2Frazer-basilisk-x-hyperspeed-gallery-04.jpg,https://assets3.razerzone.com/sG5hKw8Evi_gUIFerzo7PQKnzEE=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhc7%2Fh68%2F9081449054238%2Frazer-basilisk-x-hyperspeed-gallery-05.jpg,https://assets3.razerzone.com/QXNxBn2j18E6_kq4Zi_5BKvs82A=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh67%2Fh0c%2F9081448431646%2Frazer-basilisk-x-hyperspeed-hero.jpg,https://assets3.razerzone.com/DP-jZEFyG1SLTFZ6oDOF_ox-F6o=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhbd%2Fh79%2F9081449545758%2Frazer-basilisk-x-hyperspeed-gallery-02.jpg
Razer Basilisk Essential,Razer,Ergonomic Gaming Mouse with Multi-function Paddle,49.99,10,mice,https://assets3.razerzone.com/zfisHQa_724_iQiPTVMRppIa4tc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh82%2Fhc6%2F9081446498334%2Frazer-basilisk-essential-gallery-hero-1500x1000.jpg,https://assets3.razerzone.com/uBUfyZ0QWDhNFMNgKmsBWwbQojY=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh98%2Fhca%2F9081446334494%2Frazer-basilisk-essential-gallery02.jpg,https://assets3.razerzone.com/OAQukpMNCOH7FQD495qA35kEVxw=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh69%2Fhd1%2F9081446137886%2Frazer-basilisk-essential-gallery03-v2.jpg,https://assets3.razerzone.com/VGEQdN4uUghbZWHoh14G7iOUWs8=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhf7%2Fhd2%2F9081445580830%2Frazer-basilisk-essential-gallery04.jpg
Razer Basilisk V2,Razer,Wired Gaming Mouse with 11 Programmable Buttons,79.99,15,mice,https://assets3.razerzone.com/kQ8vX6zKiQxuhWUZUrtNeQfwYRA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhc5%2Fh6b%2F9081449119774%2Frazer-basilisk-v2-gallery-hero-1500x1000.jpg,https://assets3.razerzone.com/TNwK8dxApwlrwPZDyKMbNHHFwZc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh97%2Fh6f%2F9081449250846%2Frazer-basilisk-v2-gallery-2-1500x1000.jpg,https://assets3.razerzone.com/WZ4hr-iwC1Z_Ltocr3RSnuDBPdA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhf4%2Fh19%2F9081448824862%2Frazer-basilisk-v2-gallery-3-1500x1000.jpg,https://assets3.razerzone.com/z2XidHyIau9Cn1P0WGalVZOlwkU=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhad%2Fh09%2F9081448398878%2Frazer-basilisk-v2-gallery-4-1500x1000.jpg
Razer Naga X,Razer,Ergonomic MMO Gaming Mouse with 16 buttons,79.99,15,mice,https://assets3.razerzone.com/Upx_4mlwxnEb9IuHeEbJh15ALtk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh49%2Fhb0%2F9138390925342%2Frazer-naga-x-gallery-01.jpg,https://assets3.razerzone.com/8YTYC-h9IW0tcYAn-RMm9fOGADY=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhde%2Fh64%2F9138391056414%2Frazer-naga-x-gallery-02.jpg,https://assets3.razerzone.com/6mOtwBZoPsvmD8DIj9mDRhaUlhE=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh88%2Fhaf%2F9138390990878%2Frazer-naga-x-gallery-03.jpg,https://assets3.razerzone.com/dvm2PD69vJGclUkcZBJZ918hQ6A=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh35%2Fh65%2F9138391023646%2Frazer-naga-x-gallery-06.jpg
Razer Naga Pro,Razer,Modular Wireless Mouse with Swappable Side Plates,149.99,20,mice,https://assets3.razerzone.com/jxUOnr9Xu9FFlOJVYqZdC2J9TBk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhab%2Fh34%2F9081993199646%2Frazer-naga-pro-1500x1000-gallery-9.jpg,https://assets3.razerzone.com/qMGqQsQl2B1HGRKaN_4pOaUFojs=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh6a%2Fh38%2F9081993068574%2Frazer-naga-pro-1500x1000-gallery-4.jpg,https://assets3.razerzone.com/x3LNpYpPt8dSjo29oN57Gz7b7eU=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh18%2Fh39%2F9081993003038%2Frazer-naga-pro-1500x1000-gallery-7.jpg,https://assets3.razerzone.com/zbPf42UeunTLKZUAgWa-ikseDj4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh59%2Fh35%2F9081993134110%2Frazer-naga-pro-1500x1000-gallery-1.jpg
Razer Naga Trinity,Razer,Modular MOBA/MMO gaming mouse,99.99,10,mice,https://assets3.razerzone.com/hf82VIrIdRUiDK14L3A26DSDztI=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh85%2Fhe0%2F9081445974046%2Frazer-naga-trinity-gallery-hero-1500x1000.jpg,https://assets3.razerzone.com/pJUWjfgG3exF4jcUzIFI5UHwmsk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh2e%2Fhe0%2F9081445941278%2Frazer-naga-trinity-gallery1.jpg,https://assets3.razerzone.com/oMkIyd4bNb9eM0uQckuCcmbcrwE=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhaa%2Fhcd%2F9081446268958%2Frazer-naga-trinity-gallery4.jpg,https://assets3.razerzone.com/-anxnE0qTUEPXzuraXGQOrdAVlQ=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhc8%2Fhc3%2F9081446531102%2Frazer-naga-trinity-gallery5.jpg
Razer Huntsman Mini Analog - US,Razer,60% Gaming Keyboard with Analog Optical Switches,149.99,20,keyboard,https://assets3.razerzone.com/RxJ9UAYd7t3PwcYelENOzz5PJnc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhb3%2Fh3d%2F9374925717534%2Fhuntsman-mini-analog-1500x1000-1.jpg,https://assets3.razerzone.com/oPN_98l13_BtDvlJBSrhRprDrzI=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhf4%2Fh39%2F9374925848606%2Fhuntsman-mini-analog-1500x1000-2.jpg,https://assets3.razerzone.com/U10h-7ZhPAEWHGGZV2hpAn2pRFA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhf1%2Fh3c%2F9374925783070%2Fhuntsman-mini-analog-1500x1000-5.jpg,https://assets3.razerzone.com/6Ya57VIIQzRENA7W7pKX2v3Uxb4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh5a%2Fh40%2F9374925684766%2Fhuntsman-mini-analog-1500x1000-3.jpg
Razer Huntsman V2 - Clicky Optical Switch - US,Razer,Optical Gaming Keyboard with Near-zero Input Latency,189.99,20,keyboard,https://assets3.razerzone.com/YuO6HqvQPwI56X6x7JVnOqtCKvQ=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh16%2Fhec%2F9239675011102%2F16-sep-huntsman-v2-1500x1000-1.jpg,https://assets3.razerzone.com/hqWCmaayTj0EDHx5VabMeLoZcv0=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh05%2Fhc2%2F9239674716190%2F16-sep-huntsman-v2-1500x1000-2.jpg,https://assets3.razerzone.com/XQbHUGa12W6QSbrSI8myy4OzHCo=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh2d%2Fhc9%2F9239674945566%2F16-sep-huntsman-v2-1500x1000-3.jpg,https://assets3.razerzone.com/g-XmEiPr92npztbjCwS5S5FBrz8=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhc5%2Fhc5%2F9239674847262%2F16-sep-huntsman-v2-1500x1000-4.jpg
Razer Huntsman V2 Tenkeyless - Linear Optical Switch - US,Razer,Tenkeyless Optical Gaming Keyboard,159.99,15,keyboard,https://assets3.razerzone.com/f_nir8TTNXFkNMacLUkZUEyUqnM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh5c%2Fhc2%2F9239674748958%2F16-sep-huntsman-v2-tkl-1500x1000-3.jpg,https://assets3.razerzone.com/IzuFqKRK915PTHWnvMsvr_1ZzZ0=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh07%2Fhbf%2F9239674650654%2F16-sep-huntsman-v2-tkl-1500x1000-4.jpg,https://assets3.razerzone.com/QxzZjQDojd223qo-wa4Hgi5rnhw=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhc6%2Fhc2%2F9239674781726%2F16-sep-huntsman-v2-tkl-1500x1000-2.jpg,https://assets3.razerzone.com/u587wy05gcl8yQla1HTUDh2q-Vk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhd5%2Fhc8%2F9239674912798%2F16-sep-huntsman-v2-tkl-1500x1000-1.jpg
Razer BlackWidow V3 Mini HyperSpeed - Phantom Edition - Yellow Switch - US,Razer,Wireless 65% Mechanical Gaming Keyboard with Razer Chroma™ RGB,199.99,20,keyboard,https://assets3.razerzone.com/u3hgiLFD55R_u8BRs5_hssaz_EQ=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhd7%2Fhbe%2F9206380953630%2FRSL10-blackwidow-v3-mini-hyperspeed-phantom-1500x1000-4.jpg,https://assets3.razerzone.com/LYYeWfztpxShnXRO9RjisjgukQo=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh2d%2Fh74%2F9206381019166%2FRSL10-blackwidow-v3-mini-hyperspeed-phantom-1500x1000-1.jpg,https://assets3.razerzone.com/wm3p_2Qn2otnMrsrnWdgCo34McA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhc3%2Fh73%2F9206381051934%2FRSL10-blackwidow-v3-mini-hyperspeed-phantom-1500x1000-2.jpg,https://assets3.razerzone.com/oeNGjxSRIr3iHc2GwdJvhmXw1Qc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh80%2Fhbe%2F9206380986398%2FRSL10-blackwidow-v3-mini-hyperspeed-phantom-1500x1000-3.jpg
Razer BlackWidow V3 Mini HyperSpeed - Yellow Switch - US,Razer,Wireless 65% Mechanical Gaming Keyboard with Razer Chroma™ RGB,179.99,20,keyboard,https://assets3.razerzone.com/2f9BLDJNhqZVuLtJPLtySz9i_Pw=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhb1%2Fh65%2F9180986310686%2Frazer-blackwidow-v3-mini-hyperspeed-1500x1000-01.jpg,https://assets3.razerzone.com/hA-b6Pw_W2KqmOcWBTJaC6J1z6Q=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh5f%2Fh66%2F9180986376222%2Frazer-blackwidow-v3-mini-hyperspeed-1500x1000-02.jpg,https://assets3.razerzone.com/istNIAfwuzdS_MRwTswInuNhu2s=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh2f%2Fh6d%2F9180986572830%2Frazer-blackwidow-v3-mini-hyperspeed-1500x1000-05.jpg,https://assets3.razerzone.com/BDxNjJDQb2P-dck4RoYonJ4Tw68=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh2e%2Fh70%2F9180986638366%2Frazer-blackwidow-v3-mini-hyperspeed-1500x1000-06.jpg
Razer BlackWidow V3 - Green Switch - US,Razer,Mechanical Gaming Keyboard with Razer Chroma RGB,139.99,15,keyboard,https://assets3.razerzone.com/iA-LbTJ3ikhhZ2GTNcIotXaKo8A=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh36%2Fh7a%2F9261073006622%2Frazer-blackwidow-v3-1500x1000-0-V3.jpg,https://assets3.razerzone.com/36QDEx4Y4bTl5h3VvfIfVTggVrA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhef%2Fh90%2F9089910931486%2Frazer-blackwidow-v3-1500x1000_2.jpg,https://assets3.razerzone.com/gwGvW-TWvkK4PTct2ZcE-Rgc96I=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh41%2Fh90%2F9089910997022%2Frazer-blackwidow-v3-1500x1000_3.jpg,https://assets3.razerzone.com/w4ov5VR5FKnqw_qUS5lr7zl3ssE=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhef%2Fh45%2F9089911029790%2Frazer-blackwidow-v3-1500x1000_4.jpg
Razer BlackWidow V3 - Green Switch - US - Quartz,Razer,Mechanical Gaming Keyboard with Razer Chroma RGB,139.99,15,keyboard,https://assets3.razerzone.com/N8SFouMojfDTDw7nVvItHkjdaqg=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh57%2Fh94%2F9089910833182%2Frazer-blackwidow-v3-quart-1500x1000_1.jpg,https://assets3.razerzone.com/l1xmGKmHOweDbDD4hwz5YP06c7g=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh85%2Fh45%2F9089911062558%2Frazer-blackwidow-v3-quart-1500x1000_2.jpg,https://assets3.razerzone.com/7Q4yF-5sZPBCU-weh4_o700auFE=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhae%2Fh94%2F9089910800414%2Frazer-blackwidow-v3-quart-1500x1000_3.jpg,https://assets3.razerzone.com/SdCG4MC9DueFJ-QsYC9EGiwelR8=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh98%2Fh90%2F9089910964254%2Frazer-blackwidow-v3-quart-1500x1000_5.jpg
Razer BlackWidow V3 Pro - Green Switch - US,Razer,Wireless Full-height Mechanical Gaming Keyboard with Razer Chroma RGB,229.99,20,keyboard,https://assets3.razerzone.com/tkdHpt2Tb1Z_4fZrt-je88MK_fA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh22%2Fhee%2F9086247993374%2Frazer-blackwidow-v3-pro-1500x1000_0.jpg,https://assets3.razerzone.com/wIDMcWlruEip0h4z0_rB3LOrvDg=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhcb%2Fhc3%2F9086248157214%2Frazer-blackwidow-v3-pro-1500x1000_1.jpg,https://assets3.razerzone.com/GWcGhvSwvITi4TvV2LOTic6LMHI=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhcb%2Fhed%2F9086247960606%2Frazer-blackwidow-v3-pro-1500x1000_2.jpg,https://assets3.razerzone.com/65yUiNpOTVbOv41XZYfpu4c5Jmk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh34%2Fhc7%2F9086248058910%2Frazer-blackwidow-v3-pro-1500x1000_3.jpg
Razer BlackWidow Elite - Yellow Switch - US,Razer,The Complete Mechanical Gaming Keyboard,169.99,15,keyboard,https://assets3.razerzone.com/uhZa4BMHL9wIUp-DxvCUQMOsMqc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh2d%2Fh26%2F9081236881438%2Frazer-blackwidow-elite-gallery-01.jpg,https://assets3.razerzone.com/JRey6j0p2T1lTE-13sQjZznh-Fc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhd4%2Fh28%2F9081236914206%2Frazer-blackwidow-elite-gallery-02.jpg,https://assets3.razerzone.com/Nl7LdAjavnAVF3DW40m8RzqeOsY=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh04%2Fh22%2F9081236717598%2Frazer-blackwidow-elite-gallery-03.jpg,https://assets3.razerzone.com/LWIc8QYbHGM3rjDjUYzCgH8It5U=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhf5%2Fh1b%2F9081236586526%2Frazer-blackwidow-elite-gallery-04.jpg
Razer Ornata V3 - US,Razer,Low-profile Mecha-membrane RGB Keyboard,69.99,10,keyboard,https://assets3.razerzone.com/sdSSyrUBHrf_LurJT110k7jHpq4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh91%2Fha4%2F9413534318622%2F220623-ornata-v3-1500x1000-1.jpg,https://assets3.razerzone.com/LW4PiyXkQNoiGN5q0yPM0eKQIRQ=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh91%2Fhfa%2F9413682266142%2F220623-ornata-v3-2-1500x1000-2.jpg,https://assets3.razerzone.com/DaKgbQMdbjhLauwfy6TsLHkN-No=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh80%2Fhf7%2F9413682331678%2F220623-ornata-v3-2-1500x1000-3.jpg,https://assets3.razerzone.com/3jGElEWkiOkF8hGF6FjrERQ8xQk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh3b%2Fhfa%2F9413682298910%2F220623-ornata-v3-2-1500x1000-6.jpg
